Lot_ID,Wafer_ID,Etching_Temperature_C,Doping_Time_s,Chemical_Concentration_ppm,Pressure_Pa,Yield_Percentage,Defect_Count,Failure_Rate,Machine_Age_days,Task_Status,Operating_Hours,Vibration_magnitude
1738,169,301.9423320677935,243.72279869529254,110.83444456294649,51.45690226440362,99.47522646707914,8,0,997,Delayed,2684.0336256671762,3.4052772228620043
1169,23,302.28951642542427,263.95977568572494,123.98341253467918,112.24040088645519,82.57955217762051,2,0,371,Completed,3679.865800842564,4.651804959874685
1545,47,307.7954375704587,311.9373717172323,85.44277830208627,134.4939796641416,90.57394993558998,12,0,778,Completed,2063.412837160112,2.6924812434218643
1413,13,336.00536757763246,427.70356160729324,96.60748415349744,57.050221639919656,96.1837137450824,4,0,173,In Progress,4537.178328283098,4.1742707504371435
1250,217,173.58126236405684,236.58152804011354,56.42132166701156,28.94775403440767,85.04690414790535,0,0,680,Completed,2357.3897554029572,0.9705862930432598
1758,194,196.39699699673767,125.48838173433799,109.70905362124792,99.39760913560998,96.82979079791262,14,0,134,In Progress,1818.7725377301667,3.9728424846223014
1780,144,330.74498407476153,286.6393057863598,85.64070955521846,60.51962545335919,91.14050281413643,13,0,279,In Progress,2680.967612863955,0.7915637206457335
1140,73,185.44723955447068,527.8148080795379,93.35236476007876,84.75806340024091,86.63871359762236,6,0,135,Delayed,1950.6527046816964,2.9830598767860956
1273,156,286.4458535153168,349.17575542594193,92.26006179469246,98.7831884575455,97.31378432261205,1,0,267,Delayed,2818.864311466996,2.4273229577449293
1415,77,256.09260000816306,582.3918788727049,113.24092887425428,67.08401216852761,92.44000306625901,9,0,393,Completed,1354.8751440234769,1.3252942534769636
1607,169,166.63873537030145,351.81076554436584,107.2465348954481,139.45722325061047,92.307688531755,9,0,394,Delayed,2749.803132297179,2.466754491767638
1738,287,207.05273238830657,237.9494084609239,92.21060477765681,65.94605158386611,90.08019434273046,5,0,915,Completed,3954.270971774878,3.7388033233777964
1890,85,254.07444328819358,196.6569986226073,51.69550214907287,53.03240581360404,85.49474974267466,9,0,229,Delayed,2129.2286261327367,3.9266647922846216
1038,182,320.4700233367668,447.2622483927882,112.09626146313792,133.99453095384425,86.09720892243489,11,0,43,Delayed,4936.867524629105,4.647997497427683
1813,297,291.50769792293477,368.1906428887182,137.9577474034327,29.08224127961336,81.76158145718861,5,0,534,Completed,1738.8190797588284,3.6383711311694844
1028,112,274.3766322909866,401.99946449772074,126.95515715938977,27.389250029982612,84.8744741236549,6,0,277,Delayed,2373.2752755530705,4.98346811546559
1957,230,249.20657798828296,477.56339466706555,148.16156322500822,140.99774906478763,85.55650172080465,2,0,684,In Progress,2967.9221069482464,1.7880249115550275
1476,96,209.73679676282686,462.95173213244647,63.907533802071335,39.25557797532286,81.17402985262929,7,0,21,Delayed,4373.6911648837495,1.195904409318895
1317,168,173.84898226385224,121.6816500841135,72.25200527878536,30.781236507449673,82.20629473358247,4,0,38,In Progress,2739.045867863008,0.9381594109393006
1244,156,231.8152069132191,501.2859526475141,103.9267465221979,84.92356256273679,85.40505977075408,9,0,808,Completed,3942.5513355211456,3.1306540379721395
1747,105,155.70369878225853,366.35165352585574,73.58817023438064,16.550385269441655,93.54505046239382,3,0,55,Completed,1060.0585651445763,2.058701278886919
1696,193,192.21117785337012,295.8542654073863,53.45497812816898,96.80210010185841,83.68469982062452,14,0,834,Delayed,1102.3402855255356,1.4147394173132355
1271,132,236.49667517453196,368.75971313403517,90.22882761639461,73.41031176746905,90.43699199775735,10,0,123,Delayed,1151.7898275544983,1.4581325730523282
1439,138,233.721037134383,406.2257242286625,78.76447341539824,99.65767501806269,90.15806530991057,14,0,34,Delayed,1092.6147963671106,2.0612846171453656
1747,270,158.8590861993985,174.7531549368985,76.37608456588828,49.751166494585064,96.68076159247313,14,0,271,Delayed,1817.9009522531665,3.587831220928894
1238,38,267.81203070505825,308.70769766322246,145.31728170242485,136.76611000885183,92.1832761078318,11,0,657,In Progress,3383.706200086173,3.2066239282587294
1376,45,259.93685117064723,267.79310509409186,73.84541162654496,47.88129978154839,98.33998157387683,8,0,396,Delayed,4161.575082835193,4.066637941472528
1265,163,165.62086080418257,275.2044724090192,62.94325711873978,99.25905597600048,92.56202738630803,14,0,21,Completed,3270.523538618253,1.9311266001428729
1925,253,338.63261049208785,145.6674692036541,62.53192579078512,142.31285908786745,80.51031275598501,8,0,8,Delayed,1325.2171628737838,3.7140246282938763
1920,169,169.87655579017203,179.9217440001152,130.63240734885292,66.11330036777957,87.62984143790013,1,0,581,Delayed,3814.487169696844,4.414635371791618
1358,285,320.9668302474672,180.91603379311067,121.48480745267403,32.5997139609983,93.98095952112226,0,0,878,In Progress,3211.835602348665,4.272721880973867
1339,274,150.06194638300119,286.61237161082386,62.94861955670622,19.57354662765673,89.50243788838988,2,0,392,Delayed,2264.7612060447254,3.4656198126919318
1388,20,326.4562190090766,547.2457724373958,71.97531188607863,144.82251955306486,88.38795739643162,9,0,17,Delayed,1707.2190253010438,4.322665453555659
1576,239,153.9439464408625,203.01368596047132,124.73430084435303,116.91820803915145,93.43091261791723,7,0,243,In Progress,1324.0199706273268,0.8972535880035792
1989,270,301.5624063784232,308.0962538374023,77.46163978346141,138.6532884099098,85.71465759303196,3,0,236,In Progress,2978.91500125488,2.647310126361144
1688,31,222.33816226005058,255.80470764956894,148.1542075157352,107.83662744237361,98.17956063383673,4,0,703,In Progress,4364.747149658238,1.76306067067641
1002,104,297.64336002726395,493.69165627566906,104.05700666209088,57.942790586509965,88.26287201981168,12,0,736,Completed,1402.7458952297143,2.70100945001441
1428,170,230.3490410849957,125.06321616040807,69.20079704100883,27.222322037673223,92.62435621835066,4,0,293,In Progress,1424.34125473138,1.0697835423343476
1141,186,164.18158446636835,198.2716977679452,135.88084545127333,140.1029602985001,99.64666533140391,10,0,50,Completed,2097.9215800369066,0.9978622568840814
1375,128,303.5013390790728,205.3207711773972,81.94755458972352,78.54666617833176,95.70960459908056,1,0,825,Completed,2520.083497373587,0.9955053383817378
1669,210,164.250537064273,596.4814001566156,78.88073550643779,65.5112594788672,90.63246317542982,0,0,789,In Progress,4971.923168434003,0.9129783094073308
1323,281,334.42408719224363,385.3875089831518,82.74412334514984,90.89088857347724,97.1877517649887,14,0,864,Delayed,3157.431879246135,2.694145247702549
1145,253,160.19480715833228,169.4791321917591,126.81972482230377,24.91830500034967,91.20875436938226,7,0,695,Delayed,4312.215745316153,1.0375702198617143
1957,19,245.8650555543031,236.09956963828273,67.32129497159481,53.28853471242775,88.83306869255878,9,0,619,Completed,1901.8675211146838,4.276838117508767
1292,200,294.6068861701591,183.9110470614621,88.1785780260938,99.30265499374337,97.4690588999599,11,0,28,Delayed,4639.985640650399,1.7907464932948205
1664,220,228.64929295840756,162.302284809724,53.083277278441045,24.017212490001732,80.54310713781886,4,0,694,In Progress,3975.300222471647,4.811206594883189
1431,136,193.44669491848694,498.59101420394626,132.66266173496078,28.93398625508375,88.14932273526418,1,0,632,In Progress,2337.199902546926,3.052511903154042
1704,223,301.8181922792054,347.8763143301774,84.07187663070053,81.48230097274777,86.85984933138492,6,0,79,Delayed,4017.5131447315143,3.350023948297676
1948,3,306.8589409577453,415.60506842439065,74.81729198083744,97.28399744415275,94.28172612724164,13,0,387,Delayed,4546.068280886919,3.3019070048690504
1974,236,334.53899679087345,265.625623495998,107.98932423754992,36.1802388111307,80.25172430307627,1,0,163,Completed,2437.9522783744364,1.9999013600436366
1584,228,225.23302208621556,376.8475430336647,120.49918837513754,14.631848823768854,93.21704957608948,5,0,969,Delayed,4326.460904501103,4.413436488076652
1398,142,251.25034689946537,228.78451626184855,131.2896037182943,144.17136498734587,86.92722471849156,8,0,31,Completed,2780.597749314462,4.9665780112579885
1816,9,222.6256885692144,254.01813746411742,84.77849454990678,13.848972103557957,81.95786758085809,3,0,223,Delayed,3981.525582852146,1.227456069338173
1888,190,201.41636437027364,426.1189721833665,131.23008501490696,10.287285812889769,99.60661563471139,4,0,269,Delayed,2177.51016507612,2.714471171661604
1343,165,300.2065923075217,175.1750629596151,96.48810003714581,55.267679635947964,84.24457475701543,0,0,723,Delayed,3763.2627722534653,2.764911038906722
1963,139,217.9303690033911,408.6109295837309,60.11422675452249,41.14344362857955,86.98259857895268,12,0,785,Delayed,4504.425543768047,4.020821066922784
1139,276,235.62988839847043,526.1174082115637,134.63074827157794,90.30209069374952,84.14093178558758,0,0,962,In Progress,2918.537754264115,2.4370044392266013
1186,291,230.73473152480557,160.21161309038453,104.76347821046144,135.18924275775123,93.23982394584044,8,0,709,Delayed,4114.061776419259,3.5479901000320875
1804,53,292.5322451293492,548.7306402849895,110.24695719473854,77.35507414150405,95.65032628136312,4,0,977,Completed,3227.3757887246907,2.1139801384114225
1060,175,333.55912522213595,139.7228401494475,143.74912696947354,118.26216923437589,97.21281669283162,11,0,223,In Progress,4396.479683404218,0.7788429384410152
1996,110,283.35121226147544,274.4546134779365,105.91514849392553,137.29178538705298,86.21996435888327,10,0,648,Completed,1948.5398436665187,2.5687117244237436
1938,203,244.3165192188465,405.25465761899727,50.5583530677989,36.51595150486905,90.49106783063033,2,0,281,In Progress,1093.5797420672882,3.896129123096594
1379,136,305.84102294777665,379.7073800592684,137.06158410031026,78.36352405708082,93.26515249712382,1,1,876,Delayed,3680.9057501152456,3.413571637394157
1709,4,278.1942648244275,148.19553624721672,78.475108032346,99.88979994382213,92.59041950240783,9,0,114,Completed,4108.372358717585,2.868241276707729
1806,155,162.1220714235627,499.4565838929265,100.17669207840038,56.463653308848244,94.32054387231611,6,0,617,Delayed,1314.1472275923309,4.610790853788766
1439,172,169.13271728376833,586.5766465726264,70.48866025614203,113.56529553837953,95.3945460728951,3,0,943,In Progress,3634.602624889503,2.6680935673243127
1318,47,157.58338881472667,190.61414459188506,79.69835684549734,108.74409653105549,81.94946712142608,2,0,274,Delayed,1841.589453731051,2.1312013765372626
1301,94,241.36326524126397,547.5654849077314,118.66488480670338,68.95319978119875,83.3662204938333,1,0,837,Completed,4959.204995463981,2.283020302966186
1343,48,315.17068686779294,378.40472105587526,92.9573351037914,22.3135254794246,94.68642099028179,10,0,129,In Progress,4131.390174119339,3.7567712015442214
1010,240,212.61663387027042,567.9668856226638,112.71306305813872,11.619629687561146,89.53351067819739,10,0,795,In Progress,1618.4233292548083,1.9803080608728063
1061,213,226.83203661849632,188.04297920838056,132.3575691312951,61.70893870251906,88.54067582145144,10,0,111,Delayed,2900.0757277650646,3.3809215556094627
1844,139,331.89542167357814,496.01069658971227,84.0822022186345,21.489638316463758,89.10880250155188,9,0,211,Delayed,4150.630315378372,2.2360455713765552
1225,205,317.380689063331,129.89078772266558,106.8340038326041,119.42742204915653,87.44052026862721,9,0,205,In Progress,3087.0355209618583,3.0908045946595357
1152,73,283.009622476512,541.5982234013632,127.75878933731363,56.80560965765731,91.82135025161985,3,0,992,Completed,4914.7558878235095,1.533502814760179
1710,4,203.36075641845025,437.07971109981685,121.51231927693746,103.25375861083755,86.46651085310752,8,1,707,Completed,2730.4941268068596,1.3944647215116106
1563,76,173.4082965376887,285.12739196121504,103.98434359818509,58.49305822206417,92.73630801181798,9,0,948,Completed,4547.531460346899,2.9317662397350364
1771,77,153.21176453602274,195.23341174892508,88.33835107273552,121.43137835592253,84.05274231037613,12,0,987,Delayed,1369.409026509394,1.706717961248752
1570,256,171.40213452088418,508.2665492836024,90.75019812330174,134.37774952676938,95.15377827231512,6,0,228,Delayed,3196.06868129848,0.9415563293362581
1583,102,208.51928872478857,401.6206606974058,93.31352119962656,127.2519808967836,95.63199949148502,0,1,809,In Progress,4981.107096883687,1.6882775417086
1659,106,260.3580127158991,280.2079264740007,84.88455289461518,77.82629895717946,91.57041632449292,2,0,797,Delayed,3714.349467957178,2.2777710305417362
1860,39,162.80001655047738,321.91791240125815,119.9075634889698,21.753225521774873,87.38646925499087,11,0,785,Delayed,1615.3003424219526,1.9345935264919563
1574,275,177.2455556636898,513.2713280361883,62.54152522718297,62.03955481108012,80.28793146473723,4,0,124,Delayed,3642.4743752224804,3.2358286659476603
1309,88,186.21614046158822,269.4635966784339,146.74541207172769,69.42383925871158,82.43064944902626,6,0,136,Completed,2701.421282812244,2.108995782863518
1884,211,276.39641859666125,144.81633905496435,127.89855019715401,144.43556151996245,81.59374025577335,13,0,262,In Progress,3816.663822712753,1.362488389343322
1242,77,273.1579597960249,555.6410861017364,79.81630521667739,89.16962272899339,80.20410050297731,4,0,355,In Progress,2405.7252868257765,4.596288842201369
1492,77,260.1531452744306,293.6718698290173,54.25475692706356,99.71847260550183,94.44439543801806,8,1,820,Delayed,2977.551152200497,3.1027352501113934
1365,28,200.10028493918793,274.1937555576068,121.13031723789261,119.48050134029035,99.12133519872788,6,0,507,Delayed,1868.6527603097684,1.527303979682448
1329,245,224.2239382437464,202.1998094379697,123.43590449698331,89.54834540944742,80.2233653059763,14,1,206,Completed,1643.906048112554,1.991906188643807
1106,66,169.3379432675486,548.7112856141728,146.36226105275767,93.78784528558667,82.25381203590928,11,0,986,Completed,2194.2332608246816,3.063894895703791
1225,266,195.29212075161098,208.75266684391693,75.3705557575165,44.34589162684474,97.21351718699742,13,0,624,Delayed,4103.277542924667,1.0808493480694248
1824,205,329.5410452945161,418.33643400069184,58.272509020422376,18.24132505857858,93.77004498952483,0,0,505,Completed,4173.541232287463,2.2289593113400477
1217,58,345.9383492871657,540.3825058040514,141.51347577184328,110.99402307526499,88.09420792992606,5,0,644,Delayed,3174.1448770524976,1.3385406128154267
1936,201,279.5319171280589,117.4568073016087,75.86490346127752,128.81585762961964,99.85593034934631,1,0,554,In Progress,1747.1159801921315,2.140374880731466
1752,225,333.36465840468406,514.3958526500978,122.15314473238818,67.68002566551453,91.4724268357999,5,0,101,Completed,4236.501141177456,2.4607883553420358
1505,142,278.548380080285,305.2997108448873,56.065963782767795,86.84802345474937,93.39198025498857,2,0,452,Completed,4467.76886576478,2.97459625955704
1258,84,156.63929722109398,428.98728763260596,126.0584804976167,53.01993182699851,93.06352733671025,13,0,213,In Progress,1409.374464279395,0.6021577789653412
1887,143,349.3525169972818,286.20228161277697,62.70258971371404,73.03088308520286,84.45403260177788,11,0,598,In Progress,2657.0174050204314,3.6181492417764134
1773,33,169.79046033730697,447.75812817374697,119.55863480416035,39.24456167730371,89.76248819554985,1,0,652,Completed,3203.8549380398517,4.603318247154681
1516,152,286.52836028901214,227.14745727884957,103.23430478534048,116.38415313469454,84.3282259710065,2,0,325,Completed,4223.657097499803,1.8590473780193655
1772,158,200.567240614958,110.96527121769813,145.54881304672602,78.86765028851332,90.18929060415248,10,0,942,Delayed,3528.546233672292,0.9672419499974054
1053,141,228.396222581392,573.8937573939768,53.6917643077343,86.60191744955105,80.61562437617212,9,0,492,Completed,2648.2063040160747,4.559192781736101
1046,251,279.18683696018763,108.18388202004138,79.20487458000582,15.192330956571245,87.63918353703384,3,0,300,Delayed,2854.4298896453083,2.4198541707808237
1726,112,237.2974698615414,512.0496448167535,56.95089173342438,97.13577492106863,87.44420145776937,12,0,873,In Progress,2716.083458930838,3.595512666575252
1688,144,200.10921178622564,184.5687966612369,137.91976352397188,38.37181368109053,85.83261243703649,0,0,353,In Progress,1507.479777504634,3.2622339011720682
1520,209,216.88923737566495,296.11011430101394,109.39011536611078,63.6752502110821,81.58457884330474,3,0,257,Delayed,4144.234384593736,4.348348155003221
1098,224,218.30962338463524,511.24618825302787,103.4969612357899,67.7801980134179,95.41934120524871,14,0,392,In Progress,1256.5533490651255,2.6933982931861484
1019,43,341.86478090164275,202.96607515617268,63.14578921163098,72.8225636483327,88.40909728576064,5,0,661,Completed,3744.219819760675,3.6592933822395572
1889,264,309.72260318469023,532.853802762518,98.9032257313051,41.84109447606686,96.27946357522487,4,0,985,In Progress,1612.3456978476006,0.7110734431014674
1752,244,241.70975429588003,348.8794695509507,89.87036551758155,129.0154314601897,96.71454475843117,12,0,403,Completed,2676.9056217792836,0.5445114902214385
1572,3,189.96418406827283,283.0767313586383,81.57518681390232,69.89902109864715,84.2719477980358,13,0,841,In Progress,1484.514448352535,4.000368353480749
1890,125,312.2032220525312,431.2188733681681,127.21889554985944,95.69882410715658,88.42660227597648,4,0,852,In Progress,3365.1606405968187,3.963349819891965
1489,268,181.4364943216747,270.6948609904788,56.12760398334448,95.95125639712822,94.4194801041807,8,0,764,Completed,4605.230683748858,1.1866493686178279
1418,84,192.09244342840068,273.6441794981785,114.66857273622017,94.97785441899114,89.98992307349793,14,0,187,Completed,3435.204437778229,3.277858696202648
1689,16,223.20267836803023,466.7631954691516,132.29930312022117,88.3045212529436,97.10136460805941,8,0,650,Delayed,2572.2836234025954,2.0054030444063735
1849,59,326.069639170398,254.91611226955393,140.73072828603244,125.16760475707041,91.43138015426813,8,0,628,Delayed,4751.709904884788,1.3833213051072357
1061,177,176.35733372682205,200.38632417721254,124.59165947554102,123.76649392460648,92.59161935717133,6,0,359,Completed,2185.999510375661,4.721794494615015
1144,63,174.44683857090521,503.82306399828605,78.24556788582156,68.40024016468027,95.74046929089411,12,0,276,Completed,2023.929677469876,4.702850689322941
1215,49,248.7949976610532,502.6855168636159,110.05074605237034,99.01844673828704,82.44444215257022,14,0,721,Delayed,3861.1744752066243,3.5381800196107402
1002,246,205.28210821873495,348.7928518534346,64.14036109143552,24.396094233736143,91.68496475836109,9,0,705,Completed,4827.468933097862,4.97499389320887
1159,289,263.74558832963197,363.32780808147754,61.7060623744776,22.708174957569014,81.70859737528295,8,0,564,In Progress,4113.5900634992295,1.2962180602024242
1738,286,240.3273369366447,448.0383128838193,113.86241421385145,77.18829677297667,85.21102247074077,12,0,483,In Progress,2543.576681409645,4.226878555189822
1997,15,236.99182127024335,354.6371458812167,135.11076545842027,136.02856330484298,84.25143412849158,11,0,732,Delayed,2101.0602769666943,3.02469195425591
1780,255,172.39459409739865,308.5199794846163,56.72481256996189,100.99995835331738,91.34152181323681,7,0,369,In Progress,2854.0695700971455,1.317103398438161
1119,92,178.20993804996803,597.447096648373,60.600373213329874,103.69029917066318,96.87804756780906,7,1,661,In Progress,3962.984281364281,3.3104297934512723
1892,279,314.21571548937004,173.82021392627945,106.5607307429357,32.074263691130184,82.65619219101032,14,0,335,Delayed,2121.9198146787585,4.9644162216786984
1088,206,327.17654751434884,396.36398961993035,71.82118610193402,73.46262219763744,95.3679305529417,4,0,791,In Progress,4357.146530906209,1.5001087702817704
1328,94,196.93670657705005,542.9315130378302,111.18181227776478,66.11073229782912,82.86132250845498,8,0,705,Delayed,3545.6468706459614,2.6060026488436705
1579,225,172.6921003049538,443.6075205905574,71.45438252553399,119.61696854558703,83.79343425696854,7,0,350,In Progress,2932.301002285207,0.9422724409669273
1909,199,160.68333438690212,540.4616495441192,61.64819743060595,29.295373548117524,98.33880394510132,6,1,153,Completed,1361.3513382810006,1.684718810731418
1356,271,271.65952274837935,268.16736017733626,104.55749821648274,85.48674102631261,80.1945831101331,7,0,198,In Progress,2681.8899659386507,1.832688212668212
1609,234,293.0706425000411,235.99648813011962,136.21951380326186,137.58921035683926,83.94288082467078,8,0,931,Delayed,1958.3922295852574,3.080760710711861
1266,46,224.56199784064108,525.6361934510523,118.51219721505299,134.9443845513357,84.31112182556836,6,0,804,In Progress,3036.3347478503047,0.8002791016274874
1616,64,285.93517349812794,297.05728809273023,131.87251375359648,129.32719536468085,85.63761126761953,8,0,145,Delayed,3615.6541709328685,4.478648963043129
1951,230,292.5917631119052,454.8411615286556,76.63351743900483,62.49794381109367,87.26823414188873,7,0,154,Delayed,2272.402667902064,4.819881200890641
1322,249,337.06845627938105,173.87428920705713,138.59786512970257,141.7540966917081,82.06356023677465,1,0,733,Delayed,4251.536035058785,3.5609305074072175
1634,246,162.97472756702146,477.91906268833736,87.70391745762707,122.74207121231206,89.36908559766067,2,0,73,In Progress,4469.041416566982,3.5154011393336235
1987,75,188.45834464621595,374.4913245124347,135.24476678569937,129.15978469372646,87.98700734727778,5,0,744,Completed,1943.8090769362968,1.8509735779822711
1540,157,163.70519751939761,234.30581995523045,97.11755901487261,140.52953120549822,92.498676218305,5,0,94,In Progress,1111.3341193853294,4.518002428608279
1648,223,323.5987866672221,347.2519819794525,76.78576473604963,141.18017718597133,97.35035268137403,6,0,335,Completed,1685.9477361017978,4.192181576775713
1194,190,308.5174320067137,448.47181291985174,76.02588310267929,43.60909485639871,85.95440520271781,1,0,274,Delayed,2814.318915438447,1.0324233228764537
1920,52,264.9284141243678,105.94320442369184,106.76678843646529,27.87627964880336,90.92975548519189,11,0,313,Completed,3690.3875166612515,3.724385109234711
1737,88,166.73268201023663,418.73352940706474,57.90102702068458,106.72249209998414,87.4275474028037,0,0,496,Delayed,3386.599234424628,1.0654703382422033
1331,66,204.66247173074393,370.7953891366372,143.00561945885084,88.84995392919993,80.8050056217666,10,0,291,Delayed,3330.9845759674326,1.56499027117732
1169,150,209.54396961170337,210.1430838733663,77.14634956985357,55.83971078847049,96.42150728254185,11,0,672,Delayed,1924.79610980371,4.193468566069345
1520,20,262.1486392030834,476.49053698809837,83.56248178458553,105.82293094878219,92.68432879983877,4,0,828,In Progress,1641.8170269642887,2.6436918682894914
1462,33,201.6087788073431,251.73049231660056,73.33015537412328,18.679562824229045,80.04344540750566,13,0,901,In Progress,1142.6081762848983,2.5403846865522235
1039,281,164.59197278259097,238.43046577328238,50.30079605607214,16.60916430942368,84.99143880405234,10,0,79,In Progress,2723.6926240838966,1.6425434085581947
1536,46,296.15246037065987,335.6091744996613,119.25502368087977,59.60348178824641,86.17978809977953,1,0,108,Completed,2205.1811002817267,3.28019925534319
1260,73,209.81604233108226,438.0748392111824,109.05529010342235,37.138527280502515,96.23063081062284,8,0,515,In Progress,3193.1635796011437,1.1359471528303207
1394,133,240.47483540466013,564.4229879381272,130.96445401971158,110.59784710326085,95.21426420813395,2,0,123,Delayed,3409.1707056890355,4.087073786504593
1954,55,175.53332699646108,170.678621566052,54.10107734509805,142.7230573071469,87.9228770427104,11,0,648,Delayed,2152.0203326830624,2.899983358465004
1225,61,310.5096606789159,298.2340603758668,142.86556447333203,102.62783791584758,83.1468443255729,1,0,280,In Progress,3212.666724356038,4.302559800132775
1983,8,263.1063753848115,133.49479625631497,83.08869400603655,101.66981139785894,87.72064305162749,11,0,406,Completed,3434.501500169728,2.724784895756849
1123,272,330.3171252419726,479.2753737358712,141.30698625057937,10.923380278741643,96.202926447979,11,0,579,Completed,4519.988625269682,1.820065032829542
1974,246,249.09431261306668,323.86644484068034,60.71314820675396,81.71877604144822,89.04782720633307,6,0,56,In Progress,1585.5884890772018,0.5538893907515686
1037,176,338.28513436357593,453.46456759409256,124.39205814696412,124.39418482452233,82.3174037657171,5,0,324,Delayed,2536.020177826871,2.3524743851586383
1327,116,328.3736408762652,261.0972119881436,107.93582314323265,101.57685114732247,80.77094944802114,7,0,537,Delayed,2271.307235929304,4.757953538684491
1250,271,265.2919712918468,522.1586207031617,85.8191215252584,41.88953385083683,86.66670544580194,8,0,90,In Progress,2019.3185558224272,4.263147760724001
1900,193,336.77868762997264,367.41403912005734,57.91423959330193,128.7865347798081,82.96725622041693,2,0,3,Delayed,2701.4882015003386,4.992999761262585
1175,150,214.61774945891045,571.8039109118275,110.47365098467405,145.0127413901255,94.90082356923304,7,0,532,Delayed,4770.05835503251,1.204812846542629
1601,131,223.12843254084225,139.4073195720171,52.64398830739131,49.05899865003786,85.5751362804019,3,0,920,In Progress,4372.606747139154,3.3694664794747533
1913,102,159.09559026120738,357.13841227103717,100.12820991460075,38.993207903212934,97.5490606191886,1,0,458,Completed,3089.4845163762625,1.1014433308540967
1453,270,267.8401813527706,483.2276229988493,110.4208575793655,57.39376665137462,92.34698578752183,3,0,414,Completed,2597.0162789991114,4.57299966421375
1036,292,294.3847939857867,400.07632403680736,123.2523747287522,18.842159742873953,87.87327519628691,3,0,635,Completed,2727.5208513239268,2.0656714451157514
1315,210,304.7038380484206,111.59707021342138,149.1334634224846,132.28057423216256,92.20115108649247,7,0,208,In Progress,2010.4964252966604,4.521136105068037
1687,67,179.96325720922067,586.1693391719405,76.00937135077649,140.10192727454736,85.90347946064865,9,0,262,In Progress,3630.83671871708,1.4139350122594676
1972,10,238.83181446250006,249.1318465379492,82.2389821373475,98.66242554863824,82.82647758075557,7,0,744,Delayed,2056.6645884679683,1.2167576628449475
1795,49,185.37264241878313,224.63893318319103,84.1145346808992,117.00687379948243,99.28355189846799,12,0,602,Completed,1445.0395718935788,1.305117149515141
1964,111,282.42546977084976,342.8299378032898,123.1582711858835,103.61109484092185,91.26322891099369,6,0,624,Delayed,2283.776026850872,4.009084898326611
1972,219,181.5892744843536,371.07905376167446,143.18192682561138,62.82959210058167,80.14656242509609,3,0,114,Delayed,2948.3539031521796,4.385590560973819
1592,57,330.832736791215,483.1440687949127,147.4323749581559,98.4859306875972,86.20628412591151,1,0,396,In Progress,3913.4333542734325,0.6816276559813013
1113,283,196.12692913228267,296.63682882949456,144.5811366558129,127.08482392251581,83.19068988251323,0,0,310,In Progress,2949.2477689216284,1.1685660295733795
1039,113,208.28045325764896,319.9801882311061,137.93830077152433,123.3870374330074,85.16366626379077,10,0,606,Delayed,1139.1304334844,0.5147544554153604
1300,133,320.1812644301999,367.4799579669155,149.0977373820631,21.348053698334432,81.1143103946707,1,0,707,Completed,3817.49869724675,0.7724730572688215
1223,71,241.69352202914476,297.19354987082033,87.59457268344968,74.76413447603639,84.90171255949097,1,0,520,In Progress,4096.307160837003,0.9043503013442956
1317,83,154.7991891600146,557.274039550578,144.83213199987063,65.625004954015,93.66032201065566,14,0,825,Completed,1412.4495862581248,1.8261212385517278
1348,57,248.91725024052914,525.6259833171262,126.10199623959116,115.28122440918105,96.41219094783507,2,0,938,In Progress,3884.7925735079875,1.4583066823534985
1114,271,166.9086670760246,327.4868475389392,66.84598595279783,80.19263153640966,86.94784035265005,9,0,108,Delayed,3627.144199187694,3.4793417036197187
1697,111,347.0689437374621,100.09743116865857,54.54651878772023,58.958155199718746,90.44931497096859,4,0,285,Delayed,2560.98237676614,4.988858735938333
1322,76,267.6223140911205,550.4672477646403,71.44839578703223,108.88896648304822,80.83581193820362,0,0,471,Delayed,4185.397580895071,3.4740587079363463
1567,158,201.30652352219568,162.16828671973263,127.87511242876262,76.30099284702582,81.81601600849005,4,0,367,Delayed,3842.2730475363546,0.5026976108237944
1039,20,262.74353590952353,222.2562075970231,113.16968812258841,45.9273638854165,91.03848283786786,6,0,105,Delayed,3276.845323368818,1.0846550773185593
1865,131,165.37342067635097,176.1806421826991,72.43562573466852,134.6583691654316,96.81153821669497,11,0,451,Delayed,4050.5312607162114,0.9924693435527133
1039,122,309.9782608537634,189.90778499051189,124.19214544713593,25.826698741427236,81.75975930107938,13,0,60,Completed,2743.9406215970403,2.379163946497451
1858,41,335.06561077283277,501.43876894491734,64.13222394382029,12.532278963968118,88.37093337172028,0,0,66,Completed,3435.273517148727,1.7516035727075114
1972,167,324.88887764123194,389.7507208329621,132.18413938586946,30.147544570725515,99.40849335700294,3,0,372,Delayed,1163.436985644077,4.838320793922754
1748,130,218.35152045971256,578.0475815626742,129.4160975970732,32.91005548962819,94.77585090750256,10,0,246,In Progress,2804.625528225043,1.262597759383544
1288,23,215.1536239286737,215.72675616185825,147.25759707060485,85.32590800665919,83.95206440560415,1,1,437,In Progress,3420.2795399747642,3.4959300647795017
1261,279,157.01752224326,342.81745406561697,65.02795646293181,97.48117008918526,85.70348534331671,7,0,422,In Progress,1015.514711445626,1.2345670955898633
1215,251,280.28007174018336,588.714184541235,140.66129944146002,72.80555876823189,98.95832464942849,1,0,924,Delayed,2587.678472758649,2.940748425391218
1146,9,256.98095683795896,513.2217571373849,84.11026637218384,38.58397433905661,84.41975386149709,14,0,276,Delayed,3136.710480451153,0.6120552924211144
